sortie,candidate_relay,candidate_hover,reason,min_access_margin,min_backhaul_margin,rejected
K28-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K28-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K28-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
