sortie,candidate_relay,candidate_hover,reason,min_access_margin,min_backhaul_margin,rejected
K19-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K19-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K19-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
