sortie,candidate_relay,candidate_hover,reason,min_access_margin,min_backhaul_margin,rejected
K20-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K20-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K20-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
