sortie,candidate_relay,candidate_hover,reason,min_access_margin,min_backhaul_margin,rejected
K22-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K22-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K22-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
