sortie,aircraft,type,battery,box_ids,start_s,service,delivery_s,handoff_s,return_s,energy_kwh,soc_return,hard_ok
Q2-001,U07,C,C-B01,"['S001-MED-01', 'S001-MED-02', 'S001-WAT-01', 'S001-WAT-02', 'S001-WAT-03', 'S001-WAT-04', 'S001-WAT-05']",180.0,S001,1428.9016197465805,432,1741.4332394931612,2.9263177459975083,0.6342102817503115,True
Q2-002,U08,C,C-B02,"['S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02']",240.0,S001,1554.9016197465805,468,1867.4332394931612,3.004744020262608,0.624406997467174,True
Q2-003,U05,B,B-B01,"['S002-FOD-02', 'S002-HYG-01']",19320.0,S002,20481.901544348886,210,21079.923088697768,2.368728646438021,0.4078178383904948,True
Q2-004,U07,C,C-B03,"['S002-MED-01', 'S002-WAT-01', 'S002-WAT-02', 'S002-WAT-03', 'S002-WAT-04', 'S002-FOD-01']",18000.0,S002,19488.930586707284,396,20111.041173414567,6.300962619023563,0.2123796726220546,True
Q2-005,U05,B,B-B02,"['S003-FOD-02', 'S003-HYG-01']",12960.0,S003,14248.13826611029,210,14980.329865553915,2.423671474747147,0.39408213131321324,True
Q2-006,U08,C,C-B04,"['S003-MED-01', 'S003-WAT-01', 'S003-WAT-02', 'S003-WAT-03', 'S003-WAT-04', 'S003-FOD-01']",4500.0,S003,6145.408955807556,396,6935.897911615111,6.322851263069863,0.20964359211626715,True
Q2-007,U07,C,C-B01,"['S004-MED-01', 'S004-WAT-01', 'S004-WAT-02', 'S004-WAT-03', 'S004-FOD-01', 'S004-HYG-01']",5460.0,S004,7045.563988040983,396,7765.187976081966,6.176933464710716,0.22788331691116048,True
Q2-008,U08,C,C-B02,"['S005-MED-01', 'S005-WAT-01', 'S005-WAT-02', 'S005-WAT-03', 'S005-FOD-01', 'S005-HYG-01']",9420.0,S005,10794.65795996809,396,11300.04591993618,4.238781800099432,0.47015227498757095,True
Q2-009,U07,C,C-B03,"['S006-MED-01', 'S006-WAT-01', 'S006-WAT-02', 'S006-WAT-03', 'S006-FOD-01', 'S006-HYG-01']",2340.0,S006,3549.076318359983,396,3900.8626367199668,2.59397203090111,0.6757534961373612,False
Q2-010,U08,C,C-B04,"['S007-MED-01', 'S007-WAT-01', 'S007-WAT-02', 'S007-FOD-01', 'S007-HYG-01']",15540.0,S007,16887.718319693486,360,17447.51663938697,3.410630658987098,0.5736711676266127,False
Q2-011,U07,C,C-B02,"['S008-MED-01', 'S008-WAT-01', 'S008-WAT-02', 'S008-FOD-01', 'S008-HYG-01']",12300.0,S008,13799.727378768515,360,14503.77475753703,5.8575758150825585,0.2678030231146802,False
Q2-012,U05,B,B-B03,"['S009-MED-01', 'S009-WAT-01', 'S009-FOD-01']",8340.0,S009,9431.991380600455,240,9900.802761200912,2.1025167724731753,0.4743708068817062,True
Q2-013,U05,B,B-B04,"['S010-MED-01', 'S010-WAT-01', 'S010-FOD-01']",2460.0,S010,3544.834821593509,240,4014.5963098536845,1.8211113403975845,0.5447221649006039,True
Q2-014,U06,B,B-B01,"['S011-MED-01', 'S011-WAT-01', 'S011-FOD-01']",7620.0,S011,8527.004448312813,240,8809.635563292293,1.0771852988708592,0.7307036752822852,True
Q2-015,U06,B,B-B02,"['S012-MED-01', 'S012-WAT-01', 'S012-FOD-01']",16500.0,S012,17771.87466950354,240,18423.889339007084,2.7554719231198046,0.31113201922004885,False
Q2-016,U05,B,B-B03,"['S013-MED-01', 'S013-WAT-01', 'S013-FOD-01']",22320.0,S013,23382.75360869577,240,23830.440550724874,1.8246747161043195,0.5438313209739201,False
Q2-017,U06,B,B-B04,"['S014-MED-01', 'S014-WAT-01', 'S014-FOD-01']",21420.0,S014,22661.851502011526,240,23288.58967068972,2.13728360269695,0.46567909932576246,False
Q2-018,U06,B,B-B01,"['S015-MED-01', 'S015-WAT-01', 'S015-FOD-01']",10500.0,S015,11718.253122811995,240,12329.626245623993,2.3110443273275134,0.42223891816812165,False
