block_id,block_start,block_end,hover_x,hover_y,altitude,access_margin,backhaul_margin,joint_margin,energy,energy_ok,pass
1,932.959211783449,1782.7789683566439,109.21888182576991,23.042131944444446,370.38616943359375,-6.5289952654234185,4.034624967399452,-6.5289952654234185,0.4275559400545169,True,False
1,932.959211783449,1782.7789683566439,109.21888182576991,23.042131944444446,420.38616943359375,-6.532052125216467,4.0277030739868565,-6.532052125216467,0.4277005024873172,True,False
1,932.959211783449,1782.7789683566439,109.21888182576991,23.042131944444446,470.38616943359375,-6.5363331576834725,4.019398440657923,-6.5363331576834725,0.42787190592232005,True,False
1,932.959211783449,1782.7789683566439,109.21888182576991,23.042131944444446,520.3861694335938,-6.541834744364209,4.009719005999415,-6.541834744364209,0.4280700684018224,True,False
1,932.959211783449,1782.7789683566439,109.21888182576991,23.042131944444446,570.3861694335938,-6.5485522473530295,3.9986739781711975,-6.5485522473530295,0.4282948955883762,True,False
1,932.959211783449,1782.7789683566439,109.21888182576991,23.042131944444446,620.3861694335938,-6.556480022274712,3.986273806029999,-6.556480022274712,0.4285462809866011,True,False
1,932.959211783449,1782.7789683566439,109.21904819927867,23.042180555555557,367.51031494140625,-6.523146219169192,4.035256791740423,-6.523146219169192,0.427543113788149,True,False
1,932.959211783449,1782.7789683566439,109.21904819927867,23.042180555555557,417.51031494140625,-6.526136507478952,4.028414209710817,-6.526136507478952,0.42768613470969485,True,False
1,932.959211783449,1782.7789683566439,109.21904819927867,23.042180555555557,467.51031494140625,-6.5303527511576505,4.020188383417278,-6.5303527511576505,0.42785600180818717,True,False
1,932.959211783449,1782.7789683566439,109.21904819927867,23.042180555555557,517.5103149414062,-6.535791381366664,4.0105871786173,-6.535791381366664,0.42805263383646175,True,False
1,932.959211783449,1782.7789683566439,109.21904819927867,23.042180555555557,567.5103149414062,-6.5424478065030485,3.9996197323453373,-6.5424478065030485,0.4282759371545428,True,False
1,932.959211783449,1782.7789683566439,109.21904819927867,23.042180555555557,617.5103149414062,-6.5503164250660575,3.9872964242441924,-6.5503164250660575,0.42852580594992956,True,False
1,932.959211783449,1782.7789683566439,109.21921457278745,23.04222916666667,367.51031494140625,-6.517585409975339,4.035354132708051,-6.517585409975339,0.42754123356072693,True,False
1,932.959211783449,1782.7789683566439,109.21921457278745,23.04222916666667,417.51031494140625,-6.520579528252853,4.028511397430677,-6.520579528252853,0.4276842560827756,True,False
1,932.959211783449,1782.7789683566439,109.21921457278745,23.04222916666667,467.51031494140625,-6.524801167621405,4.020285387229293,-6.524801167621405,0.4278541250786617,True,False
1,932.959211783449,1782.7789683566439,109.21921457278745,23.04222916666667,517.5103149414062,-6.530246750113648,4.010683968211765,-6.530246750113648,0.4280507592985101,True,False
1,932.959211783449,1782.7789683566439,109.21921457278745,23.04222916666667,567.5103149414062,-6.5369116724035905,3.9997162778180524,-6.5369116724035905,0.4282740650992328,True,False
1,932.959211783449,1782.7789683566439,109.21921457278745,23.04222916666667,617.5103149414062,-6.544790318722335,3.987392696149925,-6.544790318722335,0.42852393666482624,True,False
