sortie,candidate_relay,candidate_hover,reason,min_access_margin,min_backhaul_margin,rejected
K18-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K18-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-009,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-011,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-012,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-013,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-014,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-017,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K18-018,R02,100.0,strict_dynamic_link_certificate_failed,,,True
