sortie,candidate_relay,candidate_hover,reason,min_access_margin,min_backhaul_margin,rejected
K23-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-006,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K23-007,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K23-008,R01,200.0,strict_dynamic_link_certificate_failed,,,True
K23-008,R02,200.0,strict_dynamic_link_certificate_failed,,,True
