sortie,candidate_relay,candidate_hover,reason,min_access_margin,min_backhaul_margin,rejected
K21-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-002,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-004,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R01,100.0,strict_dynamic_link_certificate_failed,,,True
K21-005,R02,100.0,strict_dynamic_link_certificate_failed,,,True
K21-006,R01,100.0,strict_dynamic_link_certificate_failed,,,True
