box_id,sortie_id,service_area,arrival_time_s,completion_time_s,hard_deadline_s,hard_violation,soft_deadline_s,soft_lateness_s,relay_id
S001-MED-01,K22-001,S001,816.9016197465805,1248.9016197465805,3600.0,False,,0.0,R01
S001-MED-02,K22-001,S001,816.9016197465805,1248.9016197465805,3600.0,False,,0.0,R01
S001-WAT-01,K22-001,S001,816.9016197465805,1248.9016197465805,3600.0,False,3600.0,0.0,R01
S006-MED-01,K22-003,S006,813.0763183599829,1209.076318359983,3600.0,False,,0.0,R01
S006-WAT-01,K22-003,S006,813.0763183599829,1209.076318359983,3600.0,False,3600.0,0.0,R01
S006-WAT-02,K22-003,S006,813.0763183599829,1209.076318359983,,False,3600.0,0.0,R01
S004-MED-01,K22-010,S004,2750.4266247609494,3146.4266247609494,7200.0,False,,0.0,R01
S004-WAT-01,K22-010,S004,2750.4266247609494,3146.4266247609494,7200.0,False,7200.0,0.0,R01
S004-WAT-02,K22-010,S004,2750.4266247609494,3146.4266247609494,,False,7200.0,0.0,R01
S004-WAT-03,K22-010,S004,2750.4266247609494,3146.4266247609494,,False,7200.0,0.0,R01
S004-FOD-01,K22-010,S004,2750.4266247609494,3146.4266247609494,,False,10800.0,0.0,R01
S004-HYG-01,K22-010,S004,2750.4266247609494,3146.4266247609494,,False,14400.0,0.0,R01
S011-MED-01,K22-015,S011,667.0044483128131,907.0044483128131,10800.0,False,,0.0,R01
S011-WAT-01,K22-015,S011,667.0044483128131,907.0044483128131,10800.0,False,10800.0,0.0,R01
S011-FOD-01,K22-015,S011,667.0044483128131,907.0044483128131,,False,14400.0,0.0,R01
S001-WAT-06,K22-016,S001,2408.3348592397415,2876.3348592397415,,False,3600.0,0.0,R01
S001-WAT-07,K22-016,S001,2408.3348592397415,2876.3348592397415,,False,3600.0,0.0,R01
S001-WAT-08,K22-016,S001,2408.3348592397415,2876.3348592397415,,False,3600.0,0.0,R01
S001-FOD-01,K22-016,S001,2408.3348592397415,2876.3348592397415,,False,7200.0,0.0,R01
S001-FOD-02,K22-017,S001,4035.768098732903,4503.768098732903,,False,7200.0,0.0,R01
S001-FOD-03,K22-017,S001,4035.768098732903,4503.768098732903,,False,7200.0,0.0,R01
S001-HYG-01,K22-017,S001,4035.768098732903,4503.768098732903,,False,10800.0,0.0,R01
S001-HYG-02,K22-017,S001,4035.768098732903,4503.768098732903,,False,10800.0,0.0,R01
S001-WAT-02,K22-018,S001,4682.952232548513,5114.952232548513,,False,3600.0,1514.9522325485132,R01
S001-WAT-03,K22-018,S001,4682.952232548513,5114.952232548513,,False,3600.0,1514.9522325485132,R01
S001-WAT-04,K22-018,S001,4682.952232548513,5114.952232548513,,False,3600.0,1514.9522325485132,R01
S001-WAT-05,K22-018,S001,4682.952232548513,5114.952232548513,,False,3600.0,1514.9522325485132,R01
S006-WAT-03,K22-022,S006,5629.376036839467,6025.376036839467,,False,3600.0,2425.376036839467,R01
S006-FOD-01,K22-022,S006,5629.376036839467,6025.376036839467,,False,7200.0,0.0,R01
S006-HYG-01,K22-022,S006,5629.376036839467,6025.376036839467,,False,10800.0,0.0,R01
