x,y,altitude,AGL,terrain_elevation_m,access_margin,backhaul_margin,joint_margin,stage
109.22252777777778,23.06485555555556,347.8144226074219,50.0,297.8144226074219,-0.07284085591581402,-0.07712024304419174,-0.07712024304419174,binding_region_seed_strict
109.21731067380951,23.06126800571429,332.82928466796875,92.5,240.32928466796875,-0.4261808328046044,0.33826001845588394,-0.4261808328046044,binding_region_seed_strict
109.21914400714284,23.05926800571429,301.99543762207037,120.00000000000006,181.9954376220703,-1.4550132495891148,0.7193137633032762,-1.4550132495891148,archived_seed_strict
109.21914400714284,23.05926800571429,306.99543762207037,125.00000000000006,181.9954376220703,-1.4552786933367088,0.7191093724893705,-1.4552786933367088,archived_seed_strict
109.21914400714284,23.05926800571429,311.99543762207037,130.00000000000006,181.9954376220703,-1.4555836229819192,0.7188984740053144,-1.4555836229819192,archived_seed_strict
109.21914400714284,23.05926800571429,316.99543762207037,135.00000000000006,181.9954376220703,-1.4559280302069055,0.7186810687995973,-1.4559280302069055,archived_seed_strict
109.21914400714284,23.05926800571429,321.99543762207037,140.00000000000006,181.9954376220703,-1.456311905618648,0.7184571578498407,-1.456311905618648,archived_seed_strict
109.21914400714284,23.05926800571429,326.99543762207037,145.00000000000006,181.9954376220703,-1.4567352387497294,0.718226742162841,-1.4567352387497294,archived_seed_strict
109.21914400714284,23.05926800571429,331.99543762207037,150.00000000000006,181.9954376220703,-1.4571980180593158,0.7179898227744701,-1.4571980180593158,archived_seed_strict
109.21914400714284,23.05926800571429,336.99543762207037,155.00000000000006,181.9954376220703,-1.4577002309342078,0.7177464007497463,-1.4577002309342078,archived_seed_strict
109.21914400714284,23.05926800571429,341.99543762207037,160.00000000000006,181.9954376220703,-1.4582418636899632,0.717496477182749,-1.4582418636899632,archived_seed_strict
109.21914400714284,23.05926800571429,346.99543762207037,165.00000000000006,181.9954376220703,-1.4588229015721907,0.7172400531966616,-1.4588229015721907,archived_seed_strict
109.21914400714284,23.05926800571429,351.99543762207037,170.00000000000006,181.9954376220703,-1.4594433287578141,0.7169771299436718,-1.4594433287578141,archived_seed_strict
109.21914400714284,23.05926800571429,356.99543762207037,175.00000000000006,181.9954376220703,-1.4601031283565646,0.7167077086050568,-1.4601031283565646,archived_seed_strict
109.21914400714284,23.05926800571429,361.99543762207037,180.00000000000006,181.9954376220703,-1.4608022824124873,0.7164317903910984,-1.4608022824124873,archived_seed_strict
109.21914400714284,23.05926800571429,366.9954376220704,185.00000000000009,181.9954376220703,-1.4615407719055895,0.7161493765410682,-1.4615407719055895,archived_seed_strict
109.21914400714284,23.05926800571429,371.9954376220704,190.00000000000009,181.9954376220703,-1.4623185767534892,0.7158604683232568,-1.4623185767534892,archived_seed_strict
109.21914400714284,23.05926800571429,376.9954376220704,195.00000000000009,181.9954376220703,-1.463135675813362,0.7155650670348734,-1.463135675813362,archived_seed_strict
109.21914400714284,23.05926800571429,381.9954376220704,200.00000000000009,181.9954376220703,-1.4639920468837033,0.7152631740021036,-1.4639920468837033,archived_seed_strict
